Patent_No,Publication_Number,Priority_Date,Publication_Date,Examiner_Cited
US8992261,US7210858B2,1/15/2002,5/1/2007, 
US8992261,AU2006233238A1,10/28/2005,5/17/2007, 
US8992261,US7226217B1,11/18/2005,6/5/2007, 
US8992261,US7234944B2,8/26/2005,6/26/2007, 
US8992261,US7241157B2,4/9/2004,7/10/2007, 
US8992261,US20070237470A1,4/10/2006,10/11/2007, 
US8992261,US20070238343A1,3/14/2006,10/11/2007, 
US8992261,US20070254529A1,4/26/2006,11/1/2007, 
US8992261,US7297018B2,11/3/2004,11/20/2007, 
US8992261,US7312715B2,7/31/2003,12/25/2007, 
US8992261,US7314392B2,4/15/2005,1/1/2008,*
US8992261,US7315224B2,8/23/2001,1/1/2008, 
US8992261,USD559186S1,9/20/2004,1/8/2008, 
US8992261,US7352285B2,9/3/2004,4/1/2008, 
US8992261,US7352289B1,9/11/2003,4/1/2008, 
US8992261,US20080090454A1,10/10/2006,4/17/2008, 
US8992261,US20080100467A1,10/31/2006,5/1/2008, 
US8992261,US7370106B2,11/22/2000,5/6/2008, 
US8992261,US7374101B2,2/20/2004,5/20/2008, 
US8992261,US7384300B1,12/22/1999,6/10/2008, 
US8992261,US7396245B2,10/13/2006,7/8/2008, 
US8992261,US7481681B2,4/6/2004,1/27/2009, 
US8992261,US7497709B1,9/12/2007,3/3/2009, 
US8992261,US7519000B2,1/30/2002,4/14/2009, 
US8992261,US20090098763A1,10/8/2007,4/16/2009, 
US8992261,US20090097846A1,12/14/2006,4/16/2009, 
US8992261,US7530823B1,1/7/2008,5/12/2009, 
US8992261,US7534137B2,2/14/2006,5/19/2009, 
US8992261,US20090148106A1,12/6/2007,6/11/2009, 
US8992261,US7552872B2,6/21/2006,6/30/2009, 
US8992261,US20090166404A1,1/2/2008,7/2/2009, 
US8992261,US7559805B1,6/24/2008,7/14/2009, 
US8992261,US7563116B2,9/22/2007,7/21/2009, 
US8992261,US7570861B2,1/19/2007,8/4/2009, 
US8992261,US7575454B1,6/5/2008,8/18/2009, 
US8992261,US7588470B2,9/18/2007,9/15/2009, 
US8992261,US20090232455A1,3/4/2008,9/17/2009, 
US8992261,US7591667B2,3/4/2005,9/22/2009, 
US8992261,US7604515B2,12/1/2006,10/20/2009,*
US8992261,US7607926B2,3/14/2008,10/27/2009, 
US8992261,US7635280B1,7/30/2008,12/22/2009, 
US8992261,WO2010001400A1,7/2/2008,1/7/2010, 
US8992261,US7648377B2,7/31/2007,1/19/2010, 
US8992261,US20100048064A1,8/19/2008,2/25/2010, 
US8992261,US20100057944A1,7/12/2008,3/4/2010, 
US8992261,US7682174B2,8/28/2007,3/23/2010, 
US8992261,US7722370B2,12/28/2007,5/25/2010, 
US8992261,US7727026B2,10/12/2007,6/1/2010, 
US8992261,WO2010081186A1,1/19/2009,7/22/2010, 
US8992261,US20100211697A1,2/13/2009,8/19/2010, 
US8992261,US7798832B2,9/3/2007,9/21/2010, 
US8992261,US7803013B2,5/31/2005,9/28/2010,*
US8992261,US7811119B2,11/18/2005,10/12/2010, 
US8992261,WO2010121639A1,4/22/2009,10/28/2010, 
US8992261,US7869426B2,3/22/2006,1/11/2011, 
US8992261,US7867017B1,11/20/2009,1/11/2011, 
US8992261,US7872738B2,8/22/2005,1/18/2011, 
US8992261,US20110092100A1,10/16/2009,4/21/2011, 
US8992261,US20110115494A1,10/19/2009,5/19/2011, 
US8992261,US20120003877A1,7/2/2010,1/5/2012, 
US8992261,US8157582B2,4/2/2009,4/17/2012, 
US8992261,US8272892B2,8/21/2003,9/25/2012, 
US8992261,US8282425B2,8/25/2009,10/9/2012, 
US8992261,US8287316B2,8/25/2009,10/16/2012, 
US8992261,US8388386B2,10/22/2010,3/5/2013,*
US8992261,US8391321B2,6/10/2010,3/5/2013,*
US8992261,US20130095694A1,12/28/2010,4/18/2013,*
US8992261,US8449318B2,12/20/2007,5/28/2013, 
US8992261,US8480438B2,10/22/2010,7/9/2013,*
US8992261,US8696369B2,9/9/2010,4/15/2014,*
US8992261,US8715012B2,4/15/2011,5/6/2014,*
US8992260,US3243761A,10/8/1963,3/29/1966, 
US8992260,US4127317A,7/6/1976,11/28/1978, 
US8992260,US4679879A,10/3/1986,7/14/1987,*
US8992260,US4684245A,10/28/1985,8/4/1987,*
US8992260,US4953194A,9/22/1989,8/28/1990, 
US8992260,US4968929A,4/18/1987,11/6/1990, 
US8992260,US4978310A,1/17/1989,12/18/1990, 
US8992260,GB2236398A,9/29/1989,4/3/1991, 
US8992260,US5052940A,5/11/1990,10/1/1991, 
US8992260,US5107532A,9/22/1989,4/21/1992, 
US8992260,US5161988A,2/13/1991,11/10/1992, 
US8992260,US5166970A,6/10/1991,11/24/1992, 
US8992260,US5222164A,8/27/1992,6/22/1993, 
US8992260,US5265187A,10/28/1992,11/23/1993, 
US8992260,US5305405A,2/25/1993,4/19/1994, 
US8992260,US5353367A,11/29/1993,10/4/1994, 
US8992260,US5393249A,6/30/1993,2/28/1995, 
US8992260,US5394503A,10/8/1993,2/28/1995, 
US8992260,US5413494A,10/5/1992,5/9/1995, 
US8992260,US5415570A,12/28/1992,5/16/1995,*
US8992260,US5418334A,8/4/1993,5/23/1995, 
US8992260,US5419717A,8/15/1994,5/30/1995, 
US8992260,US5448675A,6/9/1994,9/5/1995, 
US8992260,US5467062A,4/2/1992,11/14/1995, 
US8992260,US5470251A,9/24/1993,11/28/1995, 
US8992260,US5473715A,5/3/1994,12/5/1995, 
US8992260,US5483467A,6/10/1992,1/9/1996, 
US8992260,US5660567A,11/14/1995,8/26/1997,*
US8992260,US5674085A,5/24/1996,10/7/1997, 
US8992260,US5685741A,6/27/1996,11/11/1997, 
US8992260,US5712942A,5/13/1996,1/27/1998, 
US8992260,US5764043A,12/20/1996,6/9/1998,*
US8992260,US5800192A,8/30/1996,9/1/1998, 
US8992260,US5821510A,12/22/1994,10/13/1998, 
US8992260,US5854824A,9/4/1994,12/29/1998, 
US8992260,US5871368A,11/19/1996,2/16/1999, 
US8992260,US5910776A,10/24/1994,6/8/1999,*
US8992260,US6002331A,7/20/1998,12/14/1999, 
US8992260,US6079996A,4/15/1999,6/27/2000,*
US8992260,US6095851A,11/17/1997,8/1/2000, 
US8992260,US6116961A,11/12/1998,9/12/2000, 
US8992260,WO2000065696A1,4/23/1999,11/2/2000, 
US8992260,US6222908B1,9/23/1999,4/24/2001, 
US8992260,US6222975B1,12/11/1998,4/24/2001, 
US8992260,US6227911B1,9/9/1998,5/8/2001, 
US8992260,US6234830B1,2/10/1999,5/22/2001, 
US8992260,US6238235B1,5/10/1999,5/29/2001, 
US8992260,US6280231B1,7/24/1998,8/28/2001, 
US8992260,US6285293B1,2/10/1999,9/4/2001, 
US8992260,US6300877B1,3/10/2000,10/9/2001, 
US8992260,US6330307B1,2/10/1999,12/11/2001, 
US8992260,US6330148B1,1/13/1999,12/11/2001, 
US8992260,US20020008613A1,2/11/2000,1/24/2002, 
US8992260,US6350148B1,2/10/1999,2/26/2002, 
US8992260,US6364694B1,1/19/2001,4/2/2002, 
US8992260,WO2002047215A1,12/6/2000,6/13/2002, 
US8992260,US6421322B1,11/17/1997,7/16/2002, 
US8992260,US6424710B1,2/10/1999,7/23/2002, 
US8992260,US6422895B1,4/17/2001,7/23/2002, 
US8992260,US6456768B1,10/18/2000,9/24/2002, 
US8992260,USD466479S1,5/25/2000,12/3/2002, 
US8992260,US6499861B1,9/23/1999,12/31/2002, 
US8992260,US6511231B2,12/27/2000,1/28/2003, 
US8992260,US6522737B1,2/10/1999,2/18/2003, 
US8992260,US6554484B2,12/27/2000,4/29/2003, 
US8992260,US6574586B1,4/6/1999,6/3/2003, 
US8992260,US6612856B1,12/17/2001,9/2/2003, 
US8992260,US6626697B1,11/7/2002,9/30/2003, 
US8992260,US6684179B1,4/6/1999,1/27/2004, 
US8992260,DE10244304B3,9/23/2002,3/18/2004, 
US8992260,US20040052498A1,9/13/2002,3/18/2004, 
US8992260,US6743044B2,8/14/2002,6/1/2004, 
US8992260,US6793408B2,12/31/2002,9/21/2004, 
US8992260,US6802735B2,6/18/2002,10/12/2004, 
US8992260,US6808116B1,5/29/2002,10/26/2004, 
US8992260,US6811446B1,10/8/2003,11/2/2004, 
US8992260,US6814624B2,11/22/2002,11/9/2004, 
US8992260,US20040240807A1,5/30/2001,12/2/2004, 
US8992260,US6847856B1,8/29/2003,1/25/2005,*
US8992260,US6850685B2,3/27/2002,2/1/2005, 
US8992260,US6890197B2,2/13/2003,5/10/2005,*
US8992260,US6932517B2,10/27/2000,8/23/2005, 
US8992260,US6939168B2,7/6/2001,9/6/2005, 
US8992260,USD510068S1,3/11/2002,9/27/2005, 
US8992260,US6961675B2,3/14/2000,11/1/2005, 
US8992260,US6968994B1,7/6/2004,11/29/2005,*
US8992260,US6971895B2,11/15/2002,12/6/2005, 
US8992260,US6976867B2,11/7/2002,12/20/2005, 
US8992260,DE102004033940A1,7/14/2004,2/16/2006, 
US8992260,US20060148279A1,12/6/2004,7/6/2006, 
US8992260,US7077710B2,3/21/2001,7/18/2006, 
US8992260,US20060160395A1,12/21/2004,7/20/2006, 
US8992260,US7081808B2,9/13/2002,7/25/2006, 
US8992260,US7112090B2,5/14/2003,9/26/2006, 
US8992260,US7123810B2,5/4/2004,10/17/2006, 
US8992260,US7153142B2,11/11/2002,12/26/2006, 
US8992260,US7165728B2,4/2/2004,1/23/2007, 
US8992260,US7193422B2,1/20/2004,3/20/2007, 
US8992260,US7207819B2,9/9/2005,4/24/2007, 
US8992260,US7210858B2,1/15/2002,5/1/2007, 
US8992260,US7226217B1,11/18/2005,6/5/2007, 
US8992260,US7234944B2,8/26/2005,6/26/2007, 
US8992260,US7241157B2,4/9/2004,7/10/2007, 
US8992260,US20070237470A1,4/10/2006,10/11/2007, 
US8992260,US20070254529A1,4/26/2006,11/1/2007, 
US8992260,US7297018B2,11/3/2004,11/20/2007, 
US8992260,US7312715B2,7/31/2003,12/25/2007, 
US8992260,US7315224B2,8/23/2001,1/1/2008, 
US8992260,USD559186S1,9/20/2004,1/8/2008, 
US8992260,US7352285B2,9/3/2004,4/1/2008,*
US8992260,US7352289B1,9/11/2003,4/1/2008, 
US8992260,US20080090454A1,10/10/2006,4/17/2008, 
US8992260,US20080100467A1,10/31/2006,5/1/2008, 
US8992260,US7370106B2,11/22/2000,5/6/2008, 
US8992260,US7374101B2,2/20/2004,5/20/2008,*
US8992260,US7384300B1,12/22/1999,6/10/2008, 
US8992260,US7396245B2,10/13/2006,7/8/2008, 
US8992260,US7481681B2,4/6/2004,1/27/2009,*
US8992260,US7497709B1,9/12/2007,3/3/2009, 
US8992260,US7519000B2,1/30/2002,4/14/2009, 
US8992260,US20090097846A1,12/14/2006,4/16/2009, 
US8992260,US20090098763A1,10/8/2007,4/16/2009, 
US8992260,US7534137B2,2/14/2006,5/19/2009, 
US8992260,US20090148106A1,12/6/2007,6/11/2009, 
US8992260,US7552872B2,6/21/2006,6/30/2009, 
US8992260,US20090166404A1,1/2/2008,7/2/2009, 
US8992260,US7559805B1,6/24/2008,7/14/2009,*
US8992260,US7563116B2,9/22/2007,7/21/2009, 
US8992260,US7570861B2,1/19/2007,8/4/2009, 
US8992260,US7575454B1,6/5/2008,8/18/2009, 
US8992260,US7588470B2,9/18/2007,9/15/2009, 
US8992260,US20090232455A1,3/4/2008,9/17/2009, 
US8992260,US7591667B2,3/4/2005,9/22/2009, 
US8992260,US7607926B2,3/14/2008,10/27/2009, 
US8992260,US7635280B1,7/30/2008,12/22/2009, 
US8992260,WO2010001400A1,7/2/2008,1/7/2010, 
US8992260,US7648377B2,7/31/2007,1/19/2010, 
US8992260,US20100048064A1,8/19/2008,2/25/2010, 
US8992260,US7682174B2,8/28/2007,3/23/2010, 
US8992260,US7722370B2,12/28/2007,5/25/2010, 
US8992260,US7727026B2,10/12/2007,6/1/2010, 
US8992260,US7753717B2,5/17/2006,7/13/2010, 
US8992260,WO2010081186A1,1/19/2009,7/22/2010, 
US8992260,US20100211664A1,2/13/2009,8/19/2010, 
US8992260,US7798832B2,9/3/2007,9/21/2010, 
US8992260,US7811119B2,11/18/2005,10/12/2010, 
US8992260,WO2010121639A1,4/22/2009,10/28/2010, 
US8992260,US7867017B1,11/20/2009,1/11/2011, 
US8992260,US7869426B2,3/22/2006,1/11/2011, 
US8992260,US7872738B2,8/22/2005,1/18/2011, 
US8992260,US20120003877A1,7/2/2010,1/5/2012, 
US8992260,US8157582B2,4/2/2009,4/17/2012, 
US8992260,US8272892B2,8/21/2003,9/25/2012,*
US8992260,US8282425B2,8/25/2009,10/9/2012, 
US8992260,US8287316B2,8/25/2009,10/16/2012, 
US8992260,US8449318B2,12/20/2007,5/28/2013,*
US8992095,US4736100A,7/31/1986,4/5/1988, 
US8992095,US4747020A,5/16/1986,5/24/1988, 
US8992095,JPS63229409A,3/18/1987,9/26/1988, 
US8992095,US4792203A,9/17/1985,12/20/1988, 
US8992095,US4824196A,5/26/1987,4/25/1989, 
US8992095,US4861134A,6/29/1988,8/29/1989, 
US8992095,JPH01144266U,3/29/1988,10/3/1989, 
US8992095,US4900123A,8/29/1988,2/13/1990, 
US8992095,US4913522A,4/11/1984,4/3/1990, 
US8992095,US4948220A,6/20/1988,8/14/1990, 
US8992095,US4995688A,7/31/1989,2/26/1991, 
US8992095,US5023646A,12/27/1985,6/11/1991, 
US8992095,US5058983A,7/6/1990,10/22/1991, 
US8992095,US5067783A,10/16/1990,11/26/1991, 
US8992095,US5073042A,6/21/1990,12/17/1991, 
US8992095,US5076688A,3/23/1990,12/31/1991, 
US8992095,US5142598A,8/28/1991,8/25/1992, 
US8992095,US5214735A,4/6/1992,5/25/1993, 
US8992095,US5233674A,11/21/1991,8/3/1993, 
US8992095,US5274731A,12/24/1992,12/28/1993, 
US8992095,US5274729A,7/30/1992,12/28/1993, 
US8992095,EP0597501A1,11/13/1992,5/18/1994, 
US8992095,US5317663A,5/20/1993,5/31/1994, 
US8992095,US5333221A,6/30/1992,7/26/1994, 
US8992095,US5333222A,5/14/1993,7/26/1994, 
US8992095,US5359688A,3/4/1994,10/25/1994, 
US8992095,US5363465A,2/19/1993,11/8/1994, 
US8992095,US5367598A,10/21/1993,11/22/1994, 
US8992095,US5402515A,3/1/1994,3/28/1995, 
US8992095,US5408557A,4/20/1994,4/18/1995, 
US8992095,US5420958A,5/21/1990,5/30/1995, 
US8992095,US5442726A,2/22/1994,8/15/1995, 
US8992095,US5448015A,12/30/1991,9/5/1995, 
US8992095,US5469526A,1/7/1994,11/21/1995, 
US8992095,US5497444A,1/21/1994,3/5/1996, 
US8992095,US5506922A,8/1/1994,4/9/1996, 
US8992095,US5511144A,6/13/1994,4/23/1996, 
US8992095,US5542015A,4/8/1993,7/30/1996, 
US8992095,EP0731369A2,3/8/1995,9/11/1996, 
US8992095,EP0743701A2,5/17/1995,11/20/1996, 
US8992095,US5647043A,10/12/1995,7/8/1997, 
US8992095,EP0788002A1,2/1/1996,8/6/1997, 
US8992095,US5708751A,4/24/1996,1/13/1998, 
US8992095,US5719977A,4/23/1996,2/17/1998, 
US8992095,US5734776A,8/28/1996,3/31/1998, 
US8992095,US5737464A,8/31/1995,4/7/1998, 
US8992095,US5764844A,3/21/1994,6/9/1998, 
US8992095,US5774612A,8/2/1995,6/30/1998, 
US8992095,US5778132A,1/16/1997,7/7/1998, 
US8992095,US5784515A,1/23/1995,7/21/1998, 
US8992095,US5825955A,2/5/1997,10/20/1998, 
US8992095,US5823646A,9/2/1997,10/20/1998, 
US8992095,US5838855A,5/16/1997,11/17/1998, 
US8992095,US5883995A,5/20/1997,3/16/1999, 
US8992095,US5909526A,4/8/1998,6/1/1999, 
US8992095,WO1999027404A1,11/20/1997,6/3/1999, 
US8992095,US5923805A,12/22/1997,7/13/1999, 
US8992095,US5930425A,4/21/1998,7/27/1999, 
US8992095,US5945633A,5/23/1996,8/31/1999, 
US8992095,US5956444A,2/13/1997,9/21/1999, 
US8992095,US5969294A,12/31/1997,10/19/1999, 
US8992095,US5975769A,7/8/1997,11/2/1999, 
US8992095,US5987203A,10/9/1997,11/16/1999, 
US8992095,US5993071A,9/30/1996,11/30/1999, 
US8992095,EP0967498A1,6/22/1998,12/29/1999, 
US8992095,EP0975180A1,7/24/1998,1/26/2000, 
US8992095,US6027252A,12/19/1997,2/22/2000, 
US8992095,US6041155A,12/10/1997,3/21/2000, 
US8992095,US6044193A,7/10/1998,3/28/2000, 
US8992095,US6061492A,4/9/1997,5/9/2000, 
US8992095,US6069797A,12/29/1998,5/30/2000, 
US8992095,US6076975A,10/15/1998,6/20/2000, 
US8992095,US6079881A,4/8/1998,6/27/2000, 
US8992095,US6096797A,9/10/1997,8/1/2000, 
US8992095,JP2000266963A,3/16/1999,9/29/2000, 
US8992095,EP1045267A1,4/15/1999,10/18/2000, 
US8992095,US6149315A,9/4/1998,11/21/2000, 
US8992095,US6160946A,7/27/1998,12/12/2000, 
US8992095,WO2000075706A2,6/3/1999,12/14/2000, 
US8992095,JP2001033658A,4/9/1999,2/9/2001, 
US8992095,US6188687B1,11/30/1994,2/13/2001, 
US8992095,US6208796B1,7/21/1998,3/27/2001, 
US8992095,CN2426610Y,6/16/2000,4/11/2001, 
US8992095,US6227717B1,12/16/1997,5/8/2001, 
US8992095,US6236795B1,6/7/1999,5/22/2001, 
US8992095,US6234683B1,9/13/1999,5/22/2001, 
US8992095,US6240229B1,12/21/1998,5/29/2001, 
US8992095,US6247849B1,9/13/1997,6/19/2001, 
US8992095,JP2001188134A,12/28/1999,7/10/2001, 
US8992095,US6259850B1,10/26/1999,7/10/2001, 
US8992095,US6271484B1,10/8/1997,8/7/2001, 
US8992095,US6278829B1,5/5/1999,8/21/2001, 
US8992095,US6347888B1,11/23/1998,2/19/2002, 
US8992095,US6356697B1,5/4/1999,3/12/2002, 
US8992095,WO2002021182A1,9/8/2000,3/14/2002, 
US8992095,US20020034290A1,9/15/2000,3/21/2002, 
US8992095,US6367984B1,11/10/1999,4/9/2002, 
US8992095,US6385381B1,9/21/1999,5/7/2002, 
US8992095,US6409392B1,10/19/1999,6/25/2002, 
US8992095,US6411767B1,8/24/1999,6/25/2002, 
US8992095,US6418262B1,3/13/2000,7/9/2002, 
US8992095,US6424781B1,3/1/1999,7/23/2002, 
US8992095,JP3307618B2,10/28/1999,7/24/2002, 
US8992095,US6425694B1,9/18/2000,7/30/2002, 
US8992095,US6431762B1,4/9/1999,8/13/2002, 
US8992095,US6434313B1,10/31/2000,8/13/2002, 
US8992095,US6443627B1,1/10/2001,9/3/2002, 
US8992095,US6452925B1,4/18/1996,9/17/2002, 
US8992095,US6453033B1,8/24/1998,9/17/2002, 
US8992095,US6464402B1,7/28/1999,10/15/2002, 
US8992095,US6480487B1,8/24/1998,11/12/2002, 
US8992095,US6483977B2,4/12/2001,11/19/2002, 
US8992095,USD466087S1,1/30/2001,11/26/2002, 
US8992095,US20020181893A1,2/16/2001,12/5/2002, 
US8992095,US6496640B1,12/16/1999,12/17/2002, 
US8992095,WO2002103429A2,11/20/2000,12/27/2002, 
US8992095,US20030002812A1,6/27/2001,1/2/2003, 
US8992095,US6504988B1,1/24/2000,1/7/2003, 
US8992095,US20030007767A1,7/6/2001,1/9/2003, 
US8992095,US6508593B1,5/9/2000,1/21/2003, 
US8992095,US6532332B2,2/15/2001,3/11/2003, 
US8992095,US6535682B1,3/1/1999,3/18/2003, 
US8992095,US6539147B1,8/12/1999,3/25/2003, 
US8992095,US6539160B2,10/27/2000,3/25/2003, 
US8992095,US6542688B1,10/27/2000,4/1/2003, 
US8992095,US6554485B1,9/11/2000,4/29/2003, 
US8992095,US20030095772A1,11/16/2001,5/22/2003, 
US8992095,US6577595B1,11/12/1999,6/10/2003, 
US8992095,US20030113086A1,12/1/2001,6/19/2003, 
US8992095,US6597670B1,1/26/1998,7/22/2003, 
US8992095,US20030147597A1,2/7/2002,8/7/2003, 
US8992095,US20030156797A1,2/19/2002,8/21/2003, 
US8992095,US6614980B1,8/12/1999,9/2/2003, 
US8992095,US6621975B2,11/30/2001,9/16/2003, 
US8992095,US20030174996A1,3/15/2002,9/18/2003, 
US8992095,US6623170B2,6/20/2001,9/23/2003, 
US8992095,US6625375B1,8/12/1999,9/23/2003, 
US8992095,US6631237B2,3/6/2001,10/7/2003, 
US8992095,US20030207601A1,5/1/2002,11/6/2003, 
US8992095,WO2003093883A2,5/3/2002,11/13/2003, 
US8992095,US6654536B2,4/12/2001,11/25/2003, 
US8992095,US20030223703A1,12/7/1999,12/4/2003, 
US8992095,US6661961B1,11/1/2000,12/9/2003, 
US8992095,US6678457B2,12/1/2001,1/13/2004, 
US8992095,US6712523B2,6/1/2001,3/30/2004, 
US8992095,WO2004032532A2,10/4/2002,4/15/2004, 
US8992095,US20040074852A1,10/21/2002,4/22/2004, 
US8992095,US6755574B2,10/23/1997,6/29/2004, 
US8992095,US20040126069A1,12/30/2002,7/1/2004, 
US8992095,US6760530B1,6/9/2000,7/6/2004, 
US8992095,US6768860B2,12/5/2002,7/27/2004, 
US8992095,US6778752B2,5/31/2002,8/17/2004, 
US8992095,US20040165852A1,7/27/2001,8/26/2004, 
US8992095,US6788786B1,9/22/2000,9/7/2004, 
US8992095,US6792191B1,4/22/2003,9/14/2004, 
US8992095,US6792190B2,6/1/2001,9/14/2004, 
US8992095,US6815612B2,10/18/2002,11/9/2004, 
US8992095,US20040228598A1,3/20/2003,11/18/2004, 
US8992095,US20040264873A1,6/30/2003,12/30/2004, 
US8992095,US20050002633A1,7/2/2003,1/6/2005, 
US8992095,US6850685B2,3/27/2002,2/1/2005, 
US8992095,US6853795B2,3/5/2003,2/8/2005, 
US8992095,US6870734B2,5/30/2003,3/22/2005, 
US8992095,US20050074211A1,1/24/2002,4/7/2005,*
US8992095,US6901200B2,12/22/2000,5/31/2005, 
US8992095,US20050129379A1,11/17/2003,6/16/2005, 
US8992095,US6920274B2,12/23/2003,7/19/2005, 
US8992095,US20050163448A1,1/27/2004,7/28/2005, 
US8992095,US6925241B2,10/11/2002,8/2/2005, 
US8992095,US6950593B2,5/21/2001,9/27/2005, 
US8992095,JP2005345589A,6/1/2004,12/15/2005, 
US8992095,US6980725B1,4/30/2002,12/27/2005, 
US8992095,JP3761762B2,2/23/2000,3/29/2006, 
US8992095,US7029322B2,2/27/2003,4/18/2006, 
US8992095,US20060083475A1,10/6/2003,4/20/2006, 
US8992095,US20060093301A1,11/3/2004,5/4/2006, 
US8992095,US20060115220A1,11/30/2004,6/1/2006, 
US8992095,US20060154529A1,1/13/2005,7/13/2006,*
US8992095,US20060204200A1,3/10/2005,9/14/2006, 
US8992095,US7218827B2,6/18/2004,5/15/2007, 
US8992095,US20080008436A1,11/17/2003,1/10/2008, 
US8992095,US7376323B2,5/25/2005,5/20/2008, 
US8992095,US7400813B2,5/25/2005,7/15/2008, 
US8992095,US7416349B2,7/27/2005,8/26/2008, 
US8992095,US7583883B2,7/26/2005,9/1/2009, 
US8992095,US20100054668A1,8/27/2008,3/4/2010,*
US8992095,US20100111484A1,10/31/2008,5/6/2010, 
US8991623,EP0215668A2,9/17/1985,3/25/1987, 
US8991623,US4912615A,6/17/1988,3/27/1990, 
US8991623,US4995681A,9/11/1989,2/26/1991, 
US8991623,US5142606A,1/22/1990,8/25/1992, 
US8991623,US5339379A,6/18/1993,8/16/1994, 
US8991623,DE4329184A1,8/30/1993,3/2/1995, 
US8991623,US5402515A,3/1/1994,3/28/1995, 
US8991623,US5497444A,1/21/1994,3/5/1996, 
US8991623,US5778131A,9/29/1993,7/7/1998, 
US8991623,US5946440A,11/17/1997,8/31/1999, 
US8991623,US6263141B1,9/9/1998,7/17/2001, 
US8991623,US6272009B1,10/21/1999,8/7/2001, 
US8991623,WO2002021182A1,9/8/2000,3/14/2002, 
US8991623,US6438310B1,1/24/2000,8/20/2002, 
US8991623,WO2002071767A2,3/6/2001,9/12/2002, 
US8991623,US20020179485A1,5/30/2001,12/5/2002, 
US8991623,US6529373B1,2/22/2000,3/4/2003, 
US8991623,US6538879B2,7/31/2001,3/25/2003, 
US8991623,US6591051B2,11/16/2001,7/8/2003, 
US8991623,US6600665B2,8/3/2001,7/29/2003, 
US8991623,US20040079711A1,10/23/2002,4/29/2004, 
US8991623,US6738261B2,7/16/2001,5/18/2004, 
US8991623,US6788544B1,4/11/2003,9/7/2004, 
US8991623,US20040251220A1,5/30/2003,12/16/2004, 
US8991623,US7079744B2,7/6/2001,7/18/2006, 
US8991623,US7086539B2,10/21/2002,8/8/2006, 
US8989541,JPS60149015A,1/14/1984,8/6/1985, 
US8989541,JPS61221712A,3/27/1985,10/2/1986, 
US8989541,US4705352A,12/30/1985,11/10/1987, 
US8989541,US4718745A,6/10/1983,1/12/1988, 
US8989541,JPS6396513A,10/14/1986,4/27/1988, 
US8989541,JPS646609A,6/3/1988,1/11/1989, 
US8989541,US4931120A,12/27/1988,6/5/1990, 
US8989541,US5152816A,10/16/1989,10/6/1992, 
US8989541,US5181268A,8/12/1991,1/19/1993, 
US8989541,US5185838A,12/22/1988,2/9/1993, 
US8989541,US5216734A,6/12/1992,6/1/1993, 
US8989541,US5241613A,1/31/1992,8/31/1993, 
US8989541,US5381500A,10/12/1993,1/10/1995, 
US8989541,US5390270A,11/28/1989,2/14/1995, 
US8989541,US5408558A,10/21/1993,4/18/1995, 
US8989541,JPH07174937A,12/20/1993,7/14/1995, 
US8989541,US5615291A,9/27/1993,3/25/1997, 
US8989541,US5751875A,10/4/1996,5/12/1998, 
US8989541,JPH10307233A,5/9/1997,11/17/1998, 
US8989541,US5862280A,3/8/1996,1/19/1999, 
US8989541,US5883995A,5/20/1997,3/16/1999, 
US8989541,JP2000047057A,7/31/1998,2/18/2000, 
US8989541,JP2000147320A,11/16/1998,5/26/2000, 
US8989541,JP2001004875A,6/21/1999,1/12/2001, 
US8989541,US6281476B1,2/9/1999,8/28/2001, 
US8989541,US20020067894A1,8/14/2000,6/6/2002, 
US8989541,US20020186934A1,6/7/2001,12/12/2002, 
US8989541,JP2003066273A,8/29/2001,3/5/2003, 
US8989541,JP2003121692A,10/17/2001,4/23/2003, 
US8989541,US6629782B2,2/4/2002,10/7/2003, 
US8989541,JP2003307649A,4/17/2002,10/31/2003, 
US8989541,US6648521B2,2/23/2001,11/18/2003, 
US8989541,JP2004191915A,10/16/2002,7/8/2004, 
US8989541,US20040161205A1,5/16/2000,8/19/2004, 
US8989541,US6779931B2,11/2/2001,8/24/2004, 
US8989541,US6869228B2,7/5/2002,3/22/2005, 
US8989541,US6877910B2,10/17/2001,4/12/2005, 
US8989541,US6883976B2,7/30/2001,4/26/2005, 
US8989541,JP2005159599A,11/25/2003,6/16/2005, 
US8989541,US6916120B2,1/30/2002,7/12/2005, 
US8989541,JP2005189805A,12/5/2003,7/14/2005, 
US8989541,US20050232553A1,4/14/2004,10/20/2005, 
US8989541,US20060269192A1,5/31/2005,11/30/2006,*
US8989541,US7221834B2,8/28/2002,5/22/2007, 
US8989541,US20080031573A1,8/1/2006,2/7/2008, 
US8989541,US7435012B1,11/2/2006,10/14/2008, 
US8989541,JP2010078695A,9/24/2008,4/8/2010, 
US8985867,US4102561A,7/2/1975,7/25/1978, 
US8985867,US4320938A,12/26/1979,3/23/1982, 
US8985867,WO1983000935A1,9/10/1981,3/17/1983, 
US8985867,US4929046A,2/1/1989,5/29/1990, 
US8985867,US5125056A,5/14/1986,6/23/1992, 
US8985867,US5321917A,7/8/1993,6/21/1994, 
US8985867,US5631985A,10/13/1994,5/20/1997, 
US8985867,US5674114A,11/10/1994,10/7/1997, 
US8985867,US5694506A,3/9/1995,12/2/1997, 
US8985867,US5732174A,6/29/1995,3/24/1998,*
US8985867,EP0928978A1,12/22/1997,7/14/1999, 
